# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
2.8904200487788716e-06 2.9838974072166156e-43 3.4860990546899373e-43 5.25578181918422e-43 7.043556181496997e-43 1.0670383230237763e-42 2.1150773547249647e-42 2.0848782734725668e-42 3.008268018849983e-43
2.9578147542535346e-06 2.9838868211422183e-43 3.486100016537243e-43 5.2557840093306014e-43 7.043560115010303e-43 1.0670392255876172e-42 2.115080923961034e-42 2.0848900127051682e-42 3.008308282206244e-43
3.026780873657441e-06 2.983877215259919e-43 3.4861010239872473e-43 5.255786302788209e-43 7.04356423407225e-43 1.0670401707270526e-42 2.115084661570448e-42 2.084902305783496e-42 3.0083504454749926e-43
3.097355046986562e-06 2.9838685136099316e-43 3.486102079169933e-43 5.2557887044296905e-43 7.043568547434306e-43 1.067041160450232e-42 2.1150885754953806e-42 2.0849151788387472e-42 3.008394598328179e-43
3.1695747685562034e-06 2.9838606464118943e-43 3.486103184318101e-43 5.2557912193574415e-43 7.043573064260608e-43 1.0670421968599957e-42 2.115092674052577e-42 2.0849286592351536e-42 3.0084408346720684e-43
3.2434784069208122e-06 2.9838535496423456e-43 3.4861043417710567e-43 5.255793852914454e-43 7.043577794147386e-43 1.0670432821583458e-42 2.115096965951023e-42 2.0849427756281593e-42 3.008489252847366e-43
3.319105225258239e-06 2.983847164602389e-43 3.4861055539792096e-43 5.2557966106956134e-43 7.043582747143346e-43 1.0670444186511179e-42 2.115101460310431e-42 2.0849575580253853e-42 3.008539955838844e-43
3.3964954022292982e-06 2.9838414375065913e-43 3.4861068235131778e-43 5.255799498559647e-43 7.0435879337710185e-43 1.0670456087528753e-42 2.115106166680612e-42 2.0849730378504272e-42 3.0085930514948803e-43
3.4756900533236943e-06 2.983836319124162e-43 3.486108153062008e-43 5.255802522641459e-43 7.043593365049024e-43 1.0670468549920309e-42 2.115111095061744e-42 2.0849892480097095e-42 3.008648652757392e-43
3.5567312527036693e-06 2.9838317644848223e-43 3.4861095454441182e-43 5.255805689365193e-43 7.0435990525154896e-43 1.0670481600162131e-42 2.1151162559256044e-42 2.0850062229624545e-42 3.008706877902694e-43
