# %ECSV 0.9
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_7 sigma_5 sigma_4 sigma_3 sigma_2
0.0031257158496882354 8.916908203680593e-37 9.851382375806212e-37 7.706254377510677e-32 7.40496981329816e-28 4.085002864340649e-24 1.7493359356852785e-20
0.004328761281083053 6.4387293854888165e-37 7.74697009166831e-37 2.0238201046293585e-31 1.9411066320129414e-27 7.648929630196246e-24 2.726671521560786e-20
0.005994842503189409 4.64928423940337e-37 6.497955539641588e-37 5.339449792734112e-31 5.030925190425387e-27 1.2974556156050915e-23 4.0405528008273334e-20
0.008302175681319735 3.357160481404434e-37 6.0130317581363305e-37 1.4122612586860885e-30 1.2771405537373668e-26 2.0354464288888567e-23 5.807754181870788e-20
0.011497569953977356 2.424143075043228e-37 6.347132482080757e-37 3.739627532363319e-30 3.1271028639953855e-26 3.028574593178856e-23 8.205299011909151e-20
0.01592282793341094 1.7504296618453498e-37 7.802347165770164e-37 9.902859282862965e-30 7.223478747245624e-26 4.3635142770815837e-23 1.148430648187968e-19
0.022051307399030412 1.2639549435268045e-37 1.1197196749355827e-36 2.619369950614693e-29 1.535001652221212e-25 6.172934310269952e-23 1.5993697421314153e-19
0.030538555088334123 9.126820416319785e-38 1.8562740665544667e-36 6.908542881903305e-29 2.9470182688561786e-25 8.645934461257301e-23 2.2215599584735725e-19
0.04229242874389499 6.590362500557709e-38 3.4960305266442276e-36 1.8115471353861805e-28 5.110710042141175e-25 1.204542670637485e-22 3.081724854592898e-19
0.058570208180566734 4.758857695069537e-38 7.326065186885027e-36 4.697924585791912e-28 8.149558467597208e-25 1.6735048146289445e-22 4.2724083475350203e-19
0.08111308307896856 3.436394923011305e-38 1.6670785668689638e-35 1.1938812819398542e-27 1.2253820515649005e-24 2.32181227367509e-22 5.92235855939428e-19
0.11233240329780265 2.4815139479708737e-38 4.0200542895147194e-35 2.9285430064666925e-27 1.7764471457161032e-24 3.2193283580132607e-22 8.211998356913224e-19
0.15556761439304723 1.7920737584832345e-38 1.0068383893726265e-34 6.783743618939801e-27 2.521784561248813e-24 4.46344767390505e-22 1.1396185052233838e-18
0.21544346900318778 1.2943268253329578e-38 2.581966974995628e-34 1.4469618282335662e-26 3.538761303613609e-24 6.190955217648186e-22 1.5842399918191133e-18
0.2983647240283334 9.35030537613734e-39 6.717027457969249e-34 2.789594761673481e-26 4.935417397874547e-24 8.596454156118115e-22 2.2097432617449856e-18
0.41320124001153347 6.757520077996644e-39 1.7624585775828018e-33 4.856071512005648e-26 6.861515369169994e-24 1.196325750957493e-21 3.1019623510883866e-18
0.572236765935022 4.8875706903005395e-39 4.6475419435175226e-33 7.76569767257875e-26 9.524982617186689e-24 1.6720114402077643e-21 4.40665652929544e-18
0.7924828983539153 3.540437821168197e-39 1.2289300007621689e-32 1.1698563526221657e-25 1.3216062074163501e-23 2.3556077907157847e-21 6.3971774621976386e-18
1.0974987654930546 2.5720329431397525e-39 3.253867850677249e-32 1.697861352235783e-25 1.8343578397761e-23 3.367135128794464e-21 9.642238197074032e-18
1.5199110829529332 1.8787965398484967e-39 8.617036885317718e-32 2.4118041098998963e-25 2.549181114560352e-23 4.935238293263766e-21 1.54327039150857e-17
2.104904144512022 1.3866494347067421e-39 2.2798296161156526e-31 3.385776194463449e-25 3.551462265607792e-23 7.531858330972606e-21 2.6876137835128725e-17
2.91505306282517 1.0431445084818823e-39 6.016320631601486e-31 4.723418219892189e-25 4.969979061224361e-23 1.2192457504049743e-20 5.168443682537176e-17
4.03701725859655 8.120542473983597e-40 1.5792934176040102e-30 6.5686371712111545e-25 7.006994241387143e-23 2.1295987975934348e-20 1.0914114738411498e-16
5.5908101825122225 6.700046469176855e-40 4.103907670027319e-30 9.121674638138756e-25 9.995890529414325e-23 4.0513062160494673e-20 2.467131919548517e-16
7.742636826811277 6.052621244298628e-40 1.0467348109135484e-29 1.2662845423383254e-24 1.4516519914860063e-22 8.36831672259842e-20 5.759611374768924e-16
10.72267222010321 6.19670148893757e-40 2.583615548667081e-29 1.7588247435188587e-24 2.163620118408315e-22 1.8457711703567644e-19 1.3361821935704856e-15
14.849682622544636 7.366819733281793e-40 6.042999858973847e-29 2.4465472299290453e-24 3.343540963052077e-22 4.2277764066424283e-19 2.9651943347175e-15
20.565123083486515 1.0233080037446762e-39 1.3060408526983372e-28 3.4124770614485e-24 5.420560518003865e-22 9.709533448377695e-19 6.086778838818775e-15
28.48035868435793 1.6468786334305447e-39 2.5557734341322044e-28 4.7816410700920785e-24 9.329248443450805e-22 2.1516582703441464e-18 1.133271073719491e-14
39.44206059437648 3.022888122811598e-39 4.510928289280715e-28 6.74971097239255e-24 1.720589787129162e-21 4.439343495321698e-18 1.9170907015004238e-14
54.62277217684337 6.20345676165466e-39 7.290515060901111e-28 9.637755084837307e-24 3.411407700871607e-21 8.334249905974912e-18 3.003686232124281e-14
75.64633275546291 1.389869642975289e-38 1.105982741309203e-27 1.4001640035285288e-23 7.223614104372241e-21 1.421565691759893e-17 4.466406157502364e-14
104.76157527896619 3.3164367573634314e-38 1.6118887955295842e-27 2.0860037801949763e-23 1.603690058799473e-20 2.2414785508470938e-17 6.432975878070648e-14
145.08287784959373 8.250504344555916e-38 2.2950796553570782e-27 3.2190317888689454e-23 3.6237290063588015e-20 3.346939811268461e-17 9.099193796126682e-14
200.92330025650458 2.107049773377783e-37 3.2260418169191497e-27 5.205500703880476e-23 8.028371734001036e-20 4.8325871487577854e-17 1.2742907615760177e-13
278.2559402207126 5.4678827481138255e-37 4.5036325848828376e-27 8.926797696555174e-23 1.6780306265802345e-19 6.844771341176567e-17 1.7751646697584495e-13
385.352859371052 1.4325895321876399e-36 6.265152560830291e-27 1.6390979565514582e-22 3.21451059741585e-19 9.593037784730326e-17 2.4659606766396394e-13
533.6699231206302 3.77449947188888e-36 8.701540075964733e-27 3.2346064535017846e-22 5.596163165881851e-19 1.336898924121181e-16 3.420706186223378e-13
739.0722033525775 9.976252529989064e-36 1.2079810801388577e-26 6.82034339885305e-22 8.96688731943026e-19 1.8575562888053474e-16 4.741222597805089e-13
1023.5310218990269 2.640958184363058e-35 1.6776681820221067e-26 1.5096191692742041e-21 1.3533262697206824e-18 2.5769411237837643e-16 6.569803574656056e-13
1417.474162926802 6.99423553072962e-35 2.3330712304329958e-26 3.406974631295548e-21 1.9665974880766564e-18 3.571996211451828e-16 9.103204620478393e-13
1963.0406500402685 1.8510669584918783e-34 3.2527004359717454e-26 7.55389286777463e-21 2.795497557967766e-18 4.949064205999059e-16 1.2598221086814752e-12
2718.58824273294 4.888409814963307e-34 4.5542274816064385e-26 1.582853599649596e-20 3.925595796711132e-18 6.855528392968245e-16 1.7442939557674313e-12
3764.935806792456 1.2850751468830453e-33 6.42069742424783e-26 3.042996744522675e-20 5.476461874774646e-18 9.495354298463499e-16 2.4153477764702846e-12
5214.0082879996735 3.348497150069852e-33 9.150299389126974e-26 5.3165430445529936e-20 7.613466617861705e-18 1.3151085152612412e-15 3.3494484675588613e-12
7220.8090183854565 8.583119027562551e-33 1.3255208228160105e-25 8.543073381899266e-20 1.0564962979028979e-17 1.8213036974731605e-15 4.638275254152787e-12
10000.0 2.1367652355078024e-32 1.9666350740699269e-25 1.2918280719767457e-19 1.4646657708088733e-17 2.5225278436439063e-15 6.419858306807742e-12
