# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
1.2038727400046132e-06 2.640020894022765e-38 3.180290035977666e-38 5.3838536829233e-38 8.237136997002477e-38 1.7375113332115835e-37 1.4268336847921284e-36 2.7870347339770626e-34 6.10985167523594e-34
1.2319429330465773e-06 2.644481624040999e-38 3.1867655591805204e-38 5.40243760299195e-38 8.280693443868343e-38 1.7564378724487236e-37 1.4856641924513883e-36 3.046972526484627e-34 6.629642170701596e-34
1.2606676269433496e-06 2.648959074003072e-38 3.193269860848211e-38 5.421157041819869e-38 8.324727904268759e-38 1.7757660774187532e-37 1.5479091141802726e-36 3.331317173362547e-34 7.1771420653821745e-34
1.2900620824153782e-06 2.65345326760101e-38 3.1998030307346924e-38 5.440013190592505e-38 8.369247545454971e-38 1.7955077254514856e-37 1.6138072212805326e-36 3.6425422262338503e-34 7.781009123742898e-34
1.3201419160108953e-06 2.6579642283305683e-38 3.206365158723069e-38 5.459007254283001e-38 8.414259676845601e-38 1.8156750248741826e-37 1.683616214201516e-36 3.983088255586768e-34 8.433374768760672e-34
1.3509231084026028e-06 2.6624919834021663e-38 3.2129563404980674e-38 5.478140468399678e-38 8.459771792959051e-38 1.8362806520808846e-37 1.7576145236259353e-36 4.3557032895496956e-34 9.138406380906934e-34
1.38242201287781e-06 2.6670365626805034e-38 3.219576676038201e-38 5.497414095024587e-38 8.505791567754264e-38 1.8573377676123178e-37 1.8361031045706325e-36 4.763387422300698e-34 9.900698050434555e-34
1.4146553640265304e-06 2.671597998621443e-38 3.226226269526168e-38 5.516829422930307e-38 8.55232685865791e-38 1.878860037570868e-37 1.9194074343824088e-36 5.209414979751494e-34 1.0725311766836798e-33
1.447640286632156e-06 2.6761763261938325e-38 3.232905229251198e-38 5.536387767707716e-38 8.599385710740928e-38 1.9008616561357973e-37 2.0078796998793442e-36 5.697358504948794e-34 1.1617821681821068e-33
1.4813943047694329e-06 2.680771582801331e-38 3.2396136675194423e-38 5.556090471907135e-38 8.646976361049442e-38 1.923357369241715e-37 2.1019011922748296e-36 6.231114698811469e-34 1.2584361871513732e-33
1.5159353511145682e-06 2.6853838082202946e-38 3.2463517005843613e-38 5.575938905205308e-38 8.69510724309508e-38 1.9463624994873258e-37 2.2018849303822716e-36 6.81493246142347e-34 1.3631678076459144e-33
1.5512817764724183e-06 2.690013044532694e-38 3.253119448543694e-38 5.595934464569216e-38 8.743786991509955e-38 1.9698929723457394e-37 2.3082785346411065e-36 7.453443189659497e-34 1.476718394570464e-33
1.587452359525819e-06 2.6946593360595055e-38 3.25991703527439e-38 5.616078574454331e-38 8.793024446871197e-38 1.993965343752156e-37 2.4215673767457634e-36 8.15169349860953e-34 1.5999022355490993e-33
1.6244663168122348e-06 2.6993227293074485e-38 3.26674458836767e-38 5.636372687005688e-38 8.842828660701316e-38 2.0185968291496955e-37 2.542278032116517e-36 8.915180547299923e-34 1.7336132415672387e-33
1.6623433129330315e-06 2.704003272906605e-38 3.27360223904188e-38 5.6568182822796e-38 8.893208900649572e-38 2.0438053340792607e-37 2.6709820651435438e-36 9.749890163831101e-34 1.878832282002047e-33
1.7011034710007933e-06 2.708701014956944e-38 3.280490118292943e-38 5.677416857110639e-38 8.944174627648358e-38 2.0696094712951678e-37 2.8082998936707094e-36 1.0660366612335557e-33 2.0283807622500545e-33
1.740767383330235e-06 2.713416013229298e-38 3.287408371822195e-38 5.698169970250382e-38 8.995735612751977e-38 2.096028654098471e-37 2.9549064428399842e-36 1.1657194433013394e-33 2.1989308555626605e-33
1.7813561223783898e-06 2.718148319935205e-38 3.294357137762062e-38 5.719079176181471e-38 9.047901778329683e-38 2.1230830446308906e-37 3.1115345475080616e-36 1.2746469892819443e-33 2.3844347161503673e-33
1.8228912519398869e-06 2.7228979916497126e-38 3.3013365612421344e-38 5.740146069115609e-38 9.100683312193589e-38 2.1507936489377133e-37 3.278981455533715e-36 1.3936561455638495e-33 2.5863001336857286e-33
1.8653948386032614e-06 2.7276650868314224e-38 3.3083467907150593e-38 5.761372272510465e-38 9.154090647125904e-38 2.1791823426957756e-37 3.458114591587939e-36 1.5236564170298168e-33 2.8060697452263978e-33
