# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2 MeV4, datatype: float64}
# schema: astropy-2.0
mx sigma
0.0005048974801334842 1.4872939753871572e-15
0.0005166699617777604 1.6309357696569822e-15
0.0005287169374124361 1.788450385303315e-15
0.0005410448072981404 1.9611776413454173e-15
0.0005536601209276797 2.1505868138211786e-15
0.0005665695805056229 2.3582889673834676e-15
0.0005797800445090163 2.586050856139429e-15
0.0005932985313311235 2.8358098175014486e-15
0.000607132223010125 3.1096903063167554e-15
0.0006212884690447563 3.410021997714878e-15
0.0006357747902989163 3.739359495701136e-15
0.0006505988829973161 4.1005041325951626e-15
0.0006657686228142928 4.4965279094494304e-15
0.0006812920690579615 4.930799352626684e-15
0.0006971774689519261 5.4070125235433185e-15
0.0007134332620168255 5.92921804875795e-15
0.0007300680845540431 6.501857787094498e-15
0.0007470907742339592 7.12980246655369e-15
0.0007645103747911887 7.818393863117427e-15
0.0007823361408292924 8.573488638299658e-15
0.00080057754273752 9.401510045142374e-15
0.0008192442717221943 1.0309501308973131e-14
0.0008383462449554094 1.1305185630995844e-14
0.0008578936108437789 1.2397032547610752e-14
0.0008778967544200344 1.3594329330295102e-14
0.000898366302860337 1.490726006946716e-14
0.0009193131311302326 1.634699220160154e-14
0.0009407483677622533 1.792577296151288e-14
0.000962683400768232 1.9657031610910063e-14
0.000985129883689471 2.1555493720148623e-14
0.0010080997417879817 2.363730868893994e-14
0.0010316051783820807 2.5920183234068823e-14
0.0010556586813297128 2.842353438895457e-14
0.0010802730296629402 3.116866058051553e-14
0.001105461300377127 3.4178907484900063e-14
0.0011312368753784248 3.747988124211165e-14
0.0011576134485932472 4.1099662777220405e-14
0.0011846050332435167 4.506903926873208e-14
0.0012122259692915415 4.942177592917672e-14
0.0012404909310584848 5.41948966366865e-14
0.0012694149350204683 5.942900027394313e-14
0.0012990133477864558 6.516861202773991e-14
0.0013293018942621524 7.146255122838117e-14
0.001360296666004259 7.836434954155755e-14
0.001392014129769518 8.593272244061358e-14
0.0014244711362630968 9.423204455840447e-14
0.0014576849290909482 1.0333290681331176e-13
0.0014916731539209149 1.1331273144554002e-13
0.0015264538678574353 1.242563931146122e-13
0.0015620455490348386 1.3625698159213639e-13
0.0015984671064343198 1.4941659484775524e-13
0.0016357378899298156 1.6384713828244886e-13
0.0016738777005681136 1.796713840754825e-13
0.0017129068010886602 1.970239142514372e-13
0.0017528459266886532 2.1605234086204302e-13
