# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma
0.00011818777931701482 2.3704048097376825e-35
0.0001209435139311377 2.3159025171707446e-35
0.00012376350284724815 2.2586460779962533e-35
0.00012664924425581149 2.204129665538101e-35
0.00012960227127996844 2.152317086869397e-35
0.00013262415279004548 2.1031946648194585e-35
0.00013571649423705693 2.0567671866965445e-35
0.0001388809385056415 2.0130539396257126e-35
0.00014211916678688624 1.9720849448478493e-35
0.00014543289947150178 1.928809228716636e-35
0.0001488238970638237 1.8821594061429748e-35
0.00015229396111712465 1.8378145524968389e-35
0.00015584493519073535 1.7957545804231906e-35
0.00015947870582948208 1.7559757595001104e-35
0.00016319720356596128 1.71848744762313e-35
0.00016700240394618395 1.6833089778284562e-35
0.00017089632857913436 1.643865951724648e-35
0.000174881046210801 1.6055381390526e-35
0.00017895867382325032 1.5692095836936899e-35
0.0001831313777593269 1.5348771182757454e-35
0.00018740137487357792 1.5025485221114572e-35
0.00019177093371001327 1.4689004875226775e-35
0.000196242375707327 1.435250811565197e-35
0.00020081807643222024 1.403397479608367e-35
0.00020550046684148122 1.373340809879409e-35
0.0002102920345734925 1.3430010497116814e-35
0.0002151953252698519 1.3128860995440956e-35
0.00022021294392780895 1.2844272746614233e-35
0.00022534755628423554 1.2562047230323687e-35
0.0002306018902318662 1.228690033252973e-35
0.00023597873726856003 1.2018530868800465e-35
0.0002414809539803547 1.1756516790147019e-35
0.0002471114635590999 1.1500183883480289e-35
0.00025287325735547713 1.1252564321683717e-35
0.00025876939646823026 1.10062891669847e-35
0.00026480301337045197 1.0769329348086259e-35
0.000270977313573789 1.0539616327793329e-35
0.00027729557733145163 1.0308790836319879e-35
0.00028376116138093086 1.0090744675351922e-35
0.0002903775007273506 9.87638745796918e-36
0.00029714811046840066 9.661738368382475e-36
0.00030407658766182135 9.458976286976484e-36
0.00031116661323643183 9.261922651871679e-36
0.0003184219539477161 9.061612358996889e-36
0.00032584646437900766 8.872319276040009e-36
0.00033344408898933415 8.692048664232236e-36
0.0003412188642090111 8.50537324447502e-36
0.0003491749205840977 8.328910455134795e-36
0.0003573164849708539 8.162681196014114e-36
0.0003656478827813646 7.98980859768099e-36
0.0003741735402815245 7.826303934065117e-36
0.0003828979869426037 7.671097570751562e-36
0.000391825857847644 7.512222050151322e-36
0.000400961896153964 7.362236420014343e-36
0.0004103109556130814 7.215518771901483e-36
0.0004198780031493915 7.071381892418357e-36
0.00042966812149897106 6.933365464382205e-36
0.000439686511909911 6.796652716412265e-36
0.0004499384969056106 6.665104660995011e-36
0.00046042952311250296 6.537231510162426e-36
0.0004711651641537129 6.412020190164014e-36
0.00048215112361018567 6.290677097313915e-36
0.0004933932380508582 6.172863255015377e-36
0.0005048974801334842 6.05820937215966e-36
0.0005166699617777604 5.946399259251056e-36
0.0005287169374124361 5.8389188040781275e-36
0.0005410448072981404 5.733694815021222e-36
0.0005536601209276797 5.632014334552069e-36
0.0005665695805056229 5.533686663453846e-36
0.0005797800445090163 5.4377593451339234e-36
0.0005932985313311235 5.345925903946254e-36
0.000607132223010125 5.255679400018637e-36
0.0006212884690447563 5.1699410071834985e-36
0.0006357747902989163 5.08552187218938e-36
0.0006505988829973161 5.0048414093583414e-36
0.0006657686228142928 4.927259682129513e-36
0.0006812920690579615 4.8518172670489224e-36
0.0006971774689519261 4.779446466333442e-36
0.0007134332620168255 4.709802299256269e-36
0.0007300680845540431 4.6429954502052104e-36
0.0007470907742339592 4.578869016514684e-36
0.0007645103747911887 4.517538454004771e-36
0.0007823361408292924 4.4586917618938706e-36
0.00080057754273752 4.402499346619883e-36
0.0008192442717221943 4.349128664107564e-36
0.0008383462449554094 4.298584192058611e-36
0.0008578936108437789 4.2507016311141004e-36
0.0008778967544200344 4.205244059571657e-36
0.000898366302860337 4.162595222468178e-36
0.0009193131311302326 4.1227049511004965e-36
0.0009407483677622533 4.085494471956257e-36
0.000962683400768232 4.051026730506495e-36
0.000985129883689471 4.019358177605353e-36
0.0010080997417879817 3.990403251264514e-36
0.0010316051783820807 3.964300156628235e-36
0.0010556586813297128 3.941067646300884e-36
0.0010802730296629402 3.9207409299312465e-36
0.001105461300377127 3.903362058280358e-36
0.0011312368753784248 3.888987850737666e-36
0.0011576134485932472 3.877701028723514e-36
0.0011846050332435167 3.869529756083791e-36
0.0012122259692915415 3.864562307945337e-36
0.0012404909310584848 3.862914451673547e-36
0.0012694149350204683 3.864603718473377e-36
0.0012990133477864558 3.8697928919082455e-36
0.0013293018942621524 3.878580372819204e-36
0.001360296666004259 3.8910736544136313e-36
0.001392014129769518 3.9073783000675216e-36
0.0014244711362630968 3.92766260522062e-36
0.0014576849290909482 3.95206002037276e-36
0.0014916731539209149 3.9807379064831934e-36
0.0015264538678574353 4.013853843654592e-36
0.0015620455490348386 4.05159446141379e-36
0.0015984671064343198 4.094169964065895e-36
0.0016357378899298156 4.141794640392526e-36
0.0016738777005681136 4.1946930493136184e-36
0.0017129068010886602 4.253105936392504e-36
0.0017528459266886532 4.317300188161377e-36
0.00179371629603914 4.387557862417893e-36
0.0018355396225579732 4.4641786533256666e-36
0.0018783381259456144 4.547483985231398e-36
0.0019221345439899109 4.637817281937802e-36
0.001966952144646121 4.735545704400679e-36
0.0020128147383986056 4.841059176811797e-36
0.002059746690910748 4.954774884644543e-36
0.0021077729359698315 5.0771485484036466e-36
0.0021569189887337423 5.2086345858345e-36
0.002207210959286545 5.349764888883192e-36
0.0022586755665101248 5.501065337719921e-36
0.0023113401522792685 5.663121736494841e-36
0.0023652326959877285 5.8365559272207075e-36
0.0024203818294129824 6.022011744141557e-36
0.0024768168519275916 6.220225433977352e-36
0.002534567746065232 6.431901394416091e-36
0.0025936651934496745 6.657891949468605e-36
0.0026541405910951734 6.899029548144394e-36
0.0027160260680869266 7.156232806267502e-36
0.0027793545026504624 7.430489389412817e-36
0.002844159539619031 7.722840991277498e-36
0.0029104756083082714 8.034403537561704e-36
0.0029783379408076585 8.366369813401441e-36
0.0030477825906984404 8.720010780774283e-36
0.0031188464522080173 9.096684795500003e-36
0.0031915672798109355 9.497840754556992e-36
0.0032659837082868936 9.925024834395017e-36
0.003342135273246469 1.0379888714594165e-35
0.0034200624321353945 1.0864194254602486e-35
0.0034998065857286074 1.1379824123488033e-35
0.0035814101001254554 1.1928791277566481e-35
0.003664916329257761 1.251324608709367e-35
0.0037503696379226933 1.3135488134149315e-35
0.0038378154253526898 1.379797476962819e-35
0.003927300149334948 1.4503340269686257e-35
0.004018871350893299 1.5254397616204757e-35
0.00411257767954558 1.6054164806278362e-35
0.004208468919149921 1.6905870093726542e-35
0.004306596014353682 1.7812960731047643e-35
0.004407011097659079 1.8779140658876003e-35
0.004509767517119906 1.9808362584950222e-35
0.004614919864684026 2.090485873161087e-35
0.004722524005196735 2.207315833311198e-35
0.004832637106080367 2.3318100108195824e-35
0.004945317667705937 2.46448736488436e-35
0.005060625554472947 2.6059008654754326e-35
0.005178622026613854 2.756645769514506e-35
0.005299369772740128 2.917356137443659e-35
0.005422932943147155 3.08871309219297e-35
0.0055493771838957115 3.271445570289327e-35
0.00567876967168809 3.466333801036918e-35
0.005811179149557424 3.674213179467082e-35
0.0059466759633891655 3.895977769381203e-35
0.006085332099294114 4.1325842365430216e-35
0.006227221221852859 4.385056266340389e-35
0.006372418713251954 4.654489829857122e-35
0.006521001713332612 4.942058512551889e-35
0.006673049160573193 5.249018722905343e-35
0.006828641834027273 5.576715898816929e-35
0.006987862396239558 5.926591957226128e-35
0.00715079543716245 6.300189847473329e-35
0.007317527519096606 6.699161539358777e-35
0.007488147222679345 7.125275383799432e-35
0.007662745193945353 7.580424235470738e-35
0.007841414192484688 8.06663523630965e-35
0.008024249140723652 8.586079670441607e-35
0.008211347174354735 9.141083173611634e-35
0.008402807693942412 9.734136968080333e-35
0.008598732417732204 1.0367908374222226e-34
0.008799225435691074 1.104525295488919e-34
0.009004393264807849 1.1769228203806985e-34
0.009214344905683071 1.2543109121802987e-34
0.009429191900438323 1.3370404275790676e-34
0.009649048391975805 1.425487206552526e-34
0.009874031184619632 1.5200537849814938e-34
0.010104259806171096 1.621171200928414e-34
0.01033985657141083 1.7293010178982545e-34
0.010580946647081629 1.844937718019251e-34
0.010827658118386449 1.9686110601209433e-34
0.011080122057036918 2.100888556288627e-34
0.011338472590888495 2.2423780129873436e-34
0.01160284697519928 2.3937303433124474e-34
0.01187338566555036 2.555642830200692e-34
0.012150232392466372 2.7288625906931657e-34
0.012433534237775993 2.9141900433381783e-34
0.01272344171275288 3.1124824653069995e-34
0.013020108838078586 3.3246580766160046e-34
0.013323693225669961 3.5517006657800056e-34
0.013634356162414448 3.7946643362744426e-34
0.013952262695857842 4.05467826154577e-34
0.014277581721889965 4.332951904193662e-34
0.014610486074474885 4.630781042951628e-34
0.014951152617473332 4.949554186227059e-34
0.015299762338606094 5.2907587598846785e-34
0.015656500445608335 5.655988064466938e-34
0.016021556464625875 6.046949283989242e-34
0.016395124340905766 6.4654716813639466e-34
0.016777402541834602 6.9135147863427335e-34
0.017168594162379338 7.393177925359383e-34
0.01756890703298664 7.906710671167248e-34
0.017978553829998065 8.456523087892353e-34
0.01839775218863974 9.045197066510344e-34
0.01882672481864659 9.675499262355583e-34
0.01926569962258253 1.0350393918655585e-33
0.019714909816919448 1.107305667730881e-33
0.020174594055939365 1.1846890440024173e-33
0.02064499655852557 1.267554112549953e-33
0.021126367237910063 1.356291488116407e-33
0.021618961834446313 1.4513197445123784e-33
0.02212304205147776 1.553087334507354e-33
0.022638875694374342 1.662074762901658e-33
0.0231667368128109 1.7787969079112642e-33
0.02370690584636297 1.9038054020088496e-33
0.024259669773497434 2.0376913593335445e-33
0.024825322264037063 2.181088113211758e-33
0.025404163835180054 2.334674295744243e-33
0.025996502011157406 2.4991770577512627e-33
0.026602651486612925 2.6753755261904985e-33
0.027222934293792744 2.8641045635692117e-33
0.027857679973633073 3.06625869831663e-33
0.02850722575083718 3.282796465224773e-33
0.02917191671303455 3.5147449106485884e-33
0.029852105994117403 3.763204566647504e-33
0.030548154961852016 4.0293546455689435e-33
0.031260433409864494 4.314458724731574e-33
0.031989319754103004 4.619870747091332e-33
0.0327352012338808 4.947041502328764e-33
0.03349847411760691 5.297525571274259e-33
0.034279543913313774 5.672988712743522e-33
0.03507882558409363 6.075215881219053e-33
0.03589674376855814 6.506119698684925e-33
0.03673373300643846 6.967749624616008e-33
0.037590237969445384 7.462301756172338e-33
0.038466713697512506 7.992129289225566e-33
0.03936362584054766 8.559753794108626e-33
0.04028145090582124 9.167877263590337e-33
0.04122067651112274 9.819395005969106e-33
0.04218180164382002 1.0517409497262017e-32
0.043165336925959 1.1265245214621238e-32
0.044171804885544536 1.2066464517848349e-32
0.04520174023414663 1.2924884672479202e-32
0.046255690150979495 1.3844596099253614e-32
0.047334214573604344 1.4829981932745563e-32
0.048437886495410414 1.588573896826633e-32
0.04956729227003216 1.701690011105327e-32
0.05072303192286451 1.8228858436894052e-32
0.051905719469841495 1.9527392972626302e-32
0.05311598324364777 2.091869632255205e-32
0.05435446622753626 2.240940427435904e-32
0.05562182639692926 2.4006627519524195e-32
0.056918737068984544 2.5717985650002435e-32
0.058245887260312136 2.755164358423464e-32
0.05960398205303182 2.9516350602101453e-32
0.06099374296936585 3.162148217621918e-32
0.06241590835496589 3.3877084793226657e-32
0.06387123377117784 3.629392398938625e-32
0.06536049239645289 3.8883535817776464e-32
0.06688447543711816 4.165828200569912e-32
0.06844399254772507 4.463140905550166e-32
0.0700398722611988 4.7817111583065155e-32
0.0716729624290174 5.123060018613681e-32
0.07334413067165428 5.488817416371573e-32
0.07505426483952363 5.880729944851923e-32
0.07680427348467332 6.300669212613729e-32
0.07859508634347626 6.750640791578145e-32
0.08042765483057629 7.232793805742569e-32
0.08230295254435131 7.749431208897992e-32
0.08422197578416211 8.303020793387357e-32
0.08618574407966152 8.896206992071214e-32
0.08819530073244539 9.531823519966332e-32
0.09025171337033296 1.0212906925662623e-31
0.09235607451457113 1.0942711108264447e-31
0.09450950216026408 1.1724722876759457e-31
0.09671314037033632 1.256267862117159e-31
0.09896815988334524 1.3460582177581823e-31
0.10127575873546546 1.4422723971802338e-31
0.10363716289697593 1.5453701533667706e-31
0.10605362692358762 1.6558441478391147e-31
0.10852643462295801 1.7742223062162258e-31
0.11105689973674641 1.901070342409787e-31
0.11364636663857243 2.0369944632880394e-31
0.11629621104824843 2.182644267088602e-31
0.1190078407626656 2.3387158494275633e-31
0.12178269640372161 2.505955130713905e-31
0.12462225218368743 2.6851614232734147e-31
0.1275280166884199 2.877191252258843e-31
0.13050153367883624 3.0829624503898683e-31
0.1335443829110759 3.3034585466650895e-31
0.13665818097578622 3.539733467422727e-31
0.13984458215697693 3.792916575615046e-31
0.14310527931090045 4.064218068827431e-31
0.14644200476542463 4.354934765763511e-31
0.14985653124037576 4.66645630437811e-31
0.15335067278934078 5.000271785963325e-31
0.1569262857634292 5.357976892199009e-31
0.1605852697975066 5.741281511320358e-31
0.16432956881942368 6.152017916837728e-31
0.16816117208277714 6.592149519316033e-31
0.172082115223751 7.063780252625942e-31
0.1760944813425998 7.569164629830775e-31
0.1802004021103484 8.110718521582808e-31
0.18440205890129596 8.69103069691988e-31
0.18870168395192646 9.312875198487468e-31
0.1931015615468407 9.979224597637051e-31
0.1976040292323402 1.0693264202431682e-30
0.20221147905830805 1.1458407273591397e-30
0.20692635884904578 1.2278311341140301e-30
